seed,runtime_s
580000,283.852
580001,279.876
580002,279.984
580003,281.363
580004,279.405
580005,278.967
580006,280.603
580007,278.239
580008,276.719
580009,278.761
580010,279.329
580011,278.928
580012,289.442
580013,282.805
580014,290.96
580015,282.636
580016,285.155
580017,284.461
580018,292.259
580019,283.22
580020,292.17
580021,285.355
580022,293.686
peak_rss_mb,3666.6
