seed,runtime_s
550000,155.194
550001,153.459
550002,152.1
550003,153.613
550004,153.31
550005,153.141
550006,152.768
550007,153.643
550008,152.984
550009,153.062
550010,154.495
550011,162.414
550012,158.997
550013,160.536
550014,160.713
550015,162.364
550016,161.994
550017,161.772
550018,161.676
550019,161.692
550020,160.544
550021,159.784
550022,161.108
peak_rss_mb,3666.9
