seed,runtime_s
520000,209.66
520001,208.483
520002,203.692
520003,188.232
520004,186.199
520005,179.074
520006,181.579
520007,182.997
520008,182.273
520009,194.377
520010,236.632
520011,219.855
520012,213.692
520013,234.374
520014,200.916
520015,192.341
520016,182.129
520017,193.218
520018,205.896
520019,210.035
520020,215.384
520021,192.094
520022,187.221
peak_rss_mb,3667.0
