seed,runtime_s
590000,312.201
590001,312.755
590002,307.576
590003,314.71
590004,306.16
590005,302.568
590006,308.245
590007,308.154
590008,308.694
590009,307.123
590010,308.797
590011,313.868
590012,314.107
590013,323.755
590014,314.63
590015,313.184
590016,311.246
590017,342.89
590018,367.975
590019,353.788
590020,352.886
590021,320.301
590022,312.782
peak_rss_mb,3667.2
