config,seed,lam1,lam2,tau_hat,se_naive,denom_per_n,pred_mse_y
abl_nocrossfit_c2,570000,0.0001,0.0001,0.9407024899842568,0.042664565578538094,1.9442113190740105e-10,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,0.00026366508987303583,0.3568112096573167,0.016182806746264218,1.3513582505603467e-09,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,0.0006951927961775605,0.1353593325429507,0.006139095917800303,9.39008538106521e-09,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,0.0018329807108324356,0.05136948585620849,0.002329827214215654,6.519757545637538e-08,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,0.004832930238571752,0.019514711519891974,0.0008850886894221955,4.517588063899964e-07,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,0.012742749857031334,0.007433110255179953,0.0003371417148111175,3.1135723992126884e-06,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,0.03359818286283781,0.002850745740180794,0.00012931614541088167,2.1163612369050596e-05,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,0.08858667904100823,0.0011123226567629544,5.0478508197975205e-05,0.00013890618886467284,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,0.23357214690901212,0.00045186470640220605,2.0540115385995758e-05,0.0008392363903831039,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,0.615848211066026,0.00019902693488403928,9.106674353466065e-06,0.004275462406706517,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,1.623776739188721,9.928859728713023e-05,4.64026660142251e-06,0.016540279687799437,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,4.281332398719396,5.689393456447056e-05,2.7892050483331393e-06,0.04621230982947384,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,11.288378916846883,3.69901816509873e-05,1.9508543036600315e-06,0.09569056926170841,1.586931628411391e-09
abl_nocrossfit_c2,570000,0.0001,29.763514416313132,2.7325881740616102e-05,1.5517553898744205e-06,0.15297691892966958,1.586931628411391e-09
