seed,runtime_s
540000,310.598
540001,308.759
540002,306.064
540003,314.754
540004,310.882
540005,308.583
540006,307.835
540007,306.501
540008,306.087
540009,310.718
540010,315.552
540011,316.65
540012,316.292
540013,316.281
540014,314.928
540015,314.554
540016,319.013
540017,320.004
540018,318.326
540019,316.591
540020,315.183
540021,318.051
540022,322.722
peak_rss_mb,3667.2
