seed,runtime_s
600000,301.674
600001,293.206
600002,292.395
600003,291.887
600004,291.296
600005,293.272
600006,296.529
600007,367.974
600008,373.31
600009,369.855
600010,309.566
600011,302.137
600012,307.711
600013,305.393
600014,307.58
600015,297.208
600016,309.691
600017,303.679
600018,310.515
600019,299.013
600020,306.033
600021,303.209
600022,318.577
peak_rss_mb,3667.1
