seed,runtime_s
560000,173.025
560001,169.728
560002,172.504
560003,174.209
560004,176.366
560005,174.004
560006,174.341
560007,177.695
560008,179.996
560009,181.333
560010,179.502
560011,187.413
560012,200.766
560013,211.971
560014,197.907
560015,175.222
560016,174.301
560017,174.02
560018,173.653
560019,169.361
560020,169.995
560021,171.003
560022,169.618
peak_rss_mb,3667.0
