seed,runtime_s
530000,292.864
530001,288.162
530002,283.578
530003,286.318
530004,284.351
530005,296.602
530006,300.244
530007,302.486
530008,295.41
530009,301.69
530010,298.501
530011,303.636
530012,296.023
530013,302.946
530014,294.742
530015,296.22
530016,296.851
530017,300.141
530018,301.581
530019,304.078
530020,301.102
530021,305.464
530022,304.265
peak_rss_mb,3667.3
