seed,runtime_s
570000,311.388
570001,306.156
570002,302.512
570003,303.048
570004,301.268
570005,302.023
570006,301.37
570007,302.808
570008,303.116
570009,305.552
570010,302.413
570011,303.96
570012,305.391
570013,304.491
570014,304.576
570015,306.342
570016,303.891
570017,306.016
570018,306.098
570019,304.928
570020,307.768
570021,305.676
570022,311.53
peak_rss_mb,3666.6
